0,1,0,0,6.26
0.0909091,0.836873,-3.29608,0.569091,5.23882
0.181818,0.405526,-5.44683,0.955787,2.59907
0.272727,-0.148746,-5.85851,1.05276,-0.621142
0.363636,-0.661149,-4.64936,0.853406,-3.46701
0.454545,-0.998094,-2.28286,0.427571,-5.294
0.545455,-1.07845,0.627741,-0.108184,-5.74167
0.636364,-0.883211,3.39229,-0.616294,-4.72067
0.727273,-0.459484,5.32104,-0.964965,-2.44923
0.818182,0.0856418,5.87051,-1.05869,0.525127
0.909091,0.607665,4.83228,-0.866821,3.40858
1,0.963405,2.45589,-0.437755,5.38187
1.09091,1.05404,-0.599187,0.111771,5.87552
