0,1,0,0,6.26
9.999e-005,1,-0.00394745,0.000625937,6.26
0.00019998,0.999999,-0.00789489,0.00125187,6.26
0.00029997,0.999998,-0.0118423,0.00187781,6.25999
0.00039996,0.999997,-0.0157898,0.00250375,6.25998
0.00049995,0.999995,-0.0197372,0.00312968,6.25997
0.00059994,0.999993,-0.0236846,0.00375562,6.25996
0.00069993,0.99999,-0.027632,0.00438155,6.25994
0.00079992,0.999987,-0.0315794,0.00500748,6.25992
0.00089991,0.999984,-0.0355268,0.00563341,6.2599
0.0009999,0.99998,-0.0394742,0.00625933,6.25988
0.00109989,0.999976,-0.0434216,0.00688526,6.25985
0.00119988,0.999972,-0.0473689,0.00751118,6.25982
0.00129987,0.999967,-0.0513162,0.0081371,6.25979
0.00139986,0.999961,-0.0552635,0.00876301,6.25976
0.00149985,0.999956,-0.0592108,0.00938892,6.25972
0.00159984,0.999949,-0.0631581,0.0100148,6.25968
0.00169983,0.999943,-0.0671053,0.0106407,6.25964
0.00179982,0.999936,-0.0710525,0.0112666,6.2596
0.00189981,0.999929,-0.0749997,0.0118925,6.25955
0.0019998,0.999921,-0.0789469,0.0125184,6.25951
0.00209979,0.999913,-0.082894,0.0131443,6.25946
0.00219978,0.999904,-0.0868411,0.0137702,6.2594
0.00229977,0.999896,-0.0907881,0.0143961,6.25935
0.00239976,0.999886,-0.0947351,0.0150219,6.25929
0.00249975,0.999877,-0.0986821,0.0156478,6.25923
0.00259974,0.999867,-0.102629,0.0162736,6.25916
0.00269973,0.999856,-0.106576,0.0168995,6.2591
0.00279972,0.999845,-0.110523,0.0175253,6.25903
0.00289971,0.999834,-0.11447,0.0181512,6.25896
0.0029997,0.999822,-0.118416,0.018777,6.25889
0.00309969,0.99981,-0.122363,0.0194028,6.25881
0.00319968,0.999798,-0.12631,0.0200286,6.25873
0.00329967,0.999785,-0.130256,0.0206545,6.25865
0.00339966,0.999772,-0.134203,0.0212803,6.25857
0.00349965,0.999758,-0.13815,0.021906,6.25849
0.00359964,0.999744,-0.142096,0.0225318,6.2584
0.00369963,0.99973,-0.146042,0.0231576,6.25831
0.00379962,0.999715,-0.149989,0.0237834,6.25822
0.00389961,0.9997,-0.153935,0.0244091,6.25812
0.0039996,0.999684,-0.157881,0.0250349,6.25802
0.00409959,0.999668,-0.161827,0.0256606,6.25792
0.00419958,0.999652,-0.165774,0.0262863,6.25782
0.00429957,0.999635,-0.16972,0.026912,6.25772
0.00439956,0.999618,-0.173666,0.0275377,6.25761
0.00449955,0.9996,-0.177611,0.0281634,6.2575
0.00459954,0.999582,-0.181557,0.0287891,6.25739
0.00469953,0.999564,-0.185503,0.0294148,6.25727
0.00479952,0.999545,-0.189449,0.0300404,6.25715
0.00489951,0.999526,-0.193394,0.0306661,6.25703
0.0049995,0.999507,-0.19734,0.0312917,6.25691
0.00509949,0.999487,-0.201285,0.0319173,6.25679
0.00519948,0.999466,-0.205231,0.032543,6.25666
0.00529947,0.999446,-0.209176,0.0331686,6.25653
0.00539946,0.999425,-0.213121,0.0337941,6.2564
0.00549945,0.999403,-0.217066,0.0344197,6.25626
0.00559944,0.999381,-0.221011,0.0350453,6.25613
0.00569943,0.999359,-0.224956,0.0356708,6.25599
0.00579942,0.999336,-0.228901,0.0362963,6.25584
0.00589941,0.999313,-0.232846,0.0369219,6.2557
0.0059994,0.99929,-0.236791,0.0375474,6.25555
0.00609939,0.999266,-0.240735,0.0381728,6.2554
0.00619938,0.999241,-0.24468,0.0387983,6.25525
0.00629937,0.999217,-0.248624,0.0394238,6.2551
0.00639936,0.999192,-0.252569,0.0400492,6.25494
0.00649935,0.999166,-0.256513,0.0406746,6.25478
0.00659934,0.99914,-0.260457,0.0413,6.25462
0.00669933,0.999114,-0.264401,0.0419254,6.25445
0.00679932,0.999088,-0.268345,0.0425508,6.25429
0.00689931,0.999061,-0.272289,0.0431762,6.25412
0.0069993,0.999033,-0.276232,0.0438015,6.25395
0.00709929,0.999005,-0.280176,0.0444268,6.25377
0.00719928,0.998977,-0.284119,0.0450521,6.2536
0.00729927,0.998948,-0.288063,0.0456774,6.25342
0.00739926,0.998919,-0.292006,0.0463027,6.25324
0.00749925,0.99889,-0.295949,0.0469279,6.25305
0.00759924,0.99886,-0.299892,0.0475532,6.25287
0.00769923,0.99883,-0.303835,0.0481784,6.25268
0.00779922,0.9988,-0.307778,0.0488036,6.25249
0.00789921,0.998769,-0.31172,0.0494288,6.25229
0.0079992,0.998737,-0.315663,0.0500539,6.25209
0.00809919,0.998705,-0.319605,0.050679,6.2519
0.00819918,0.998673,-0.323547,0.0513042,6.25169
0.00829917,0.998641,-0.32749,0.0519293,6.25149
0.00839916,0.998608,-0.331432,0.0525543,6.25128
0.00849915,0.998574,-0.335374,0.0531794,6.25108
0.00859914,0.998541,-0.339315,0.0538044,6.25087
0.00869913,0.998507,-0.343257,0.0544294,6.25065
0.00879912,0.998472,-0.347198,0.0550544,6.25044
0.00889911,0.998437,-0.35114,0.0556794,6.25022
0.0089991,0.998402,-0.355081,0.0563044,6.25
0.00909909,0.998366,-0.359022,0.0569293,6.24977
0.00919908,0.99833,-0.362963,0.0575542,6.24955
0.00929907,0.998294,-0.366904,0.0581791,6.24932
0.00939906,0.998257,-0.370844,0.0588039,6.24909
0.00949905,0.998219,-0.374785,0.0594288,6.24885
0.00959904,0.998182,-0.378725,0.0600536,6.24862
0.00969903,0.998144,-0.382665,0.0606784,6.24838
